"ID","Family","Genus","Species","Sex","Exclude","Pinned","Body","Forewing left","Forewing right","Hindwing left","Hindwing right","Site","Latitude","Longitude","Climate","Date","Collector","Binomial"
180,"Lycaenidae","Jamides","bochus","Male","Yes","No","n","y","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Jamides bochus"
181,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
182,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
183,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
184,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
185,"Lycaenidae","Zizina","otis","Male","No","No","y","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
186,"Hesperiidae","Suniana","sunias","Female","No","No","y","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Suniana sunias"
187,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
188,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
189,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
190,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
191,"Lycaenidae","Zizula","hylax","Female","No","No","y","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
192,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
193,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
194,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
195,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
196,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
197,"Hesperiidae","Telicota","mesoptis","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Telicota mesoptis"
198,"Hesperiidae","Suniana","sunias","Male","No","No","y","y","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Suniana sunias"
199,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Telicota mesoptis"
200,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Telicota mesoptis"
201,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Mycalesis terminus"
202,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
203,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
204,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
205,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
206,"Lycaenidae","Zizina","otis","Female","No","No","n","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
207,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
208,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
209,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
210,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
211,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
212,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
213,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
214,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
215,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
216,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Telicota mesoptis"
217,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
218,"Hesperiidae","Telicota","mesoptis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Telicota mesoptis"
219,"Lycaenidae","Jamides","aleuas","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Jamides aleuas"
220,"Lycaenidae","Jamides","aleuas","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Jamides aleuas"
221,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
222,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Junonia hedonia"
223,"Lycaenidae","Zizula","hylax","Male","No","No","y","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
224,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizula hylax"
225,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
226,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
227,"Lycaenidae","Zizina","otis","Male","No","No","n","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
228,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Mycalesis terminus"
229,"Nymphalidae","Pantoporia","consimilis","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Pantoporia consimilis"
230,"Lycaenidae","Zizina","otis","Female","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
231,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
232,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","16/07/2022","SS","Zizina otis"
233,"Papilionidae","Graphium","agamemnon","Female","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Graphium agamemnon"
234,"Lycaenidae","Psychonotis","caelius","Female","No","No","n","y","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Psychonotis caelius"
235,"Hesperiidae","Tagiades","japetus","Male","Yes","Yes","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Tagiades japetus"
236,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","y","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
237,"Lycaenidae","Psychonotis","caelius","Female","No","No","n","y","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Psychonotis caelius"
238,"Hesperiidae","Sabera","caesina","Male","Yes","Yes","n","n","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Sabera caesina"
239,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Junonia hedonia"
240,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Mycalesis terminus"
241,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
242,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Mycalesis terminus"
243,"Nymphalidae","Cupha","prosope","Female","No","No","n","n","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Cupha prosope"
244,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
245,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
246,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Junonia hedonia"
247,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizula hylax"
248,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Junonia hedonia"
249,"Lycaenidae","Jamides","aleuas","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Jamides aleuas"
250,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Mycalesis terminus"
251,"Hesperiidae","Telicota","ancilla","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
252,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizula hylax"
253,"Lycaenidae","Zizina","otis","Male","Yes","Yes","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
254,"Lycaenidae","Zizina","otis","Male","No","No","n","n","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
255,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
256,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
257,"Lycaenidae","Zizina","otis","Male","No","No","n","y","y","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
258,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","y","y","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
259,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Junonia hedonia"
260,"Nymphalidae","Euploea","tulliolus","Female","Yes","Yes","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Euploea tulliolus"
261,"Nymphalidae","Cupha","prosope","Female","No","No","n","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Cupha prosope"
262,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Junonia hedonia"
263,"Nymphalidae","Pantoporia","consimilis","Female","No","No","n","y","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Pantoporia consimilis"
264,"Lycaenidae","Zizula","hylax","Female","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizula hylax"
265,"Lycaenidae","Zizina","otis","Male","No","No","y","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizina otis"
266,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
267,"Nymphalidae","Melanitis","leda","Female","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Melanitis leda"
268,"Hesperiidae","Suniana","sunias","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Suniana sunias"
269,"Hesperiidae","Telicota","ancilla","Female","No","No","n","y","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
270,"Pieridae","Catopsilia","pomona","Female","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Catopsilia pomona"
271,"Hesperiidae","Sabera","caesina","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Sabera caesina"
272,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
273,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","y","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
274,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizula hylax"
275,"Lycaenidae","Zizula","hylax","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Zizula hylax"
276,"Hesperiidae","Telicota","ancilla","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
277,"Nymphalidae","Tirumala","hamata","Female","Yes","Yes","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Tirumala hamata"
278,"Hesperiidae","Telicota","ancilla","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","SS","Telicota ancilla"
279,"Lycaenidae","Zizula","hylax","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Zizula hylax"
280,"Pieridae","Delias","mysis","Female","Yes","Yes","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Delias mysis"
281,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
282,"Nymphalidae","Junonia","hedonia","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
283,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Zizina otis"
284,"Nymphalidae","Junonia","hedonia","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
285,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
287,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
288,"Nymphalidae","Mycalesis","terminus","Female","No","No","n","n","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Mycalesis terminus"
289,"Hesperiidae","Telicota","ancilla","Male","No","No","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Telicota ancilla"
290,"Papilionidae","Graphium","agamemnon","Female","No","Yes","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Graphium agamemnon"
291,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
292,"Lycaenidae","Zizina","otis","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Zizina otis"
293,"Nymphalidae","Mycalesis","perseus","Female","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Mycalesis perseus"
294,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
295,"Hesperiidae","Sabera","caesina","Female","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Sabera caesina"
296,"Lycaenidae","Zizina","otis","Male","Yes","Yes","n","n","y","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Zizina otis"
297,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Mycalesis terminus"
298,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Mycalesis terminus"
299,"Hesperiidae","Telicota","ancilla","Male","Yes","No","n","y","n","y","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Telicota ancilla"
300,"Nymphalidae","Junonia","hedonia","Male","No","No","n","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
301,"Nymphalidae","Mycalesis","terminus","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Mycalesis terminus"
302,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","VP","Junonia hedonia"
303,"Lycaenidae","Zizina","otis","Male","No","No","y","y","y","y","y","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","MFE","Zizina otis"
304,"Nymphalidae","Junonia","hedonia","Male","No","No","n","n","n","n","n","JCU",-16.81425603,145.6854526,"Tropical","17/07/2022","MFE","Junonia hedonia"
